day,complaint_type,n
2024-11-04T00:00:00.000,Damaged Tree,50
2024-11-04T00:00:00.000,Dead/Dying Tree,21
2024-11-04T00:00:00.000,Dirty Condition,210
2024-11-04T00:00:00.000,HEAT/HOT WATER,1500
2024-11-04T00:00:00.000,Illegal Fireworks,4
2024-11-04T00:00:00.000,Illegal Parking,1312
2024-11-04T00:00:00.000,Noise - Residential,657
2024-11-04T00:00:00.000,Noise - Street/Sidewalk,240
2024-11-04T00:00:00.000,Rodent,122
2024-11-04T00:00:00.000,Street Condition,117
2024-11-05T00:00:00.000,Blocked Driveway,468
2024-11-05T00:00:00.000,Damaged Tree,46
2024-11-05T00:00:00.000,Dead/Dying Tree,21
2024-11-05T00:00:00.000,Dirty Condition,173
2024-11-05T00:00:00.000,HEAT/HOT WATER,483
2024-11-05T00:00:00.000,Illegal Fireworks,21
2024-11-05T00:00:00.000,Illegal Parking,1354
2024-11-05T00:00:00.000,Noise - Residential,621
2024-11-05T00:00:00.000,Noise - Street/Sidewalk,399
2024-11-05T00:00:00.000,Rodent,92
2024-11-05T00:00:00.000,Street Condition,120
2024-11-06T00:00:00.000,Blocked Driveway,459
2024-11-06T00:00:00.000,Damaged Tree,39
2024-11-06T00:00:00.000,Dead/Dying Tree,17
2024-11-06T00:00:00.000,Dirty Condition,180
2024-11-06T00:00:00.000,HEAT/HOT WATER,209
2024-11-06T00:00:00.000,Illegal Fireworks,47
2024-11-06T00:00:00.000,Illegal Parking,1308
2024-11-06T00:00:00.000,Noise - Residential,651
2024-11-06T00:00:00.000,Noise - Street/Sidewalk,438
2024-11-06T00:00:00.000,Rodent,80
2024-11-06T00:00:00.000,Street Condition,126
2024-11-07T00:00:00.000,Blocked Driveway,498
2024-11-07T00:00:00.000,Damaged Tree,40
2024-11-07T00:00:00.000,Dead/Dying Tree,18
2024-11-07T00:00:00.000,Dirty Condition,212
2024-11-07T00:00:00.000,HEAT/HOT WATER,189
2024-11-07T00:00:00.000,Illegal Fireworks,1
2024-11-07T00:00:00.000,Illegal Parking,1463
2024-11-07T00:00:00.000,Noise - Residential,638
2024-11-07T00:00:00.000,Noise - Street/Sidewalk,342
2024-11-07T00:00:00.000,Rodent,99
2024-11-07T00:00:00.000,Street Condition,136
2024-11-08T00:00:00.000,Blocked Driveway,578
2024-11-08T00:00:00.000,Damaged Tree,67
2024-11-08T00:00:00.000,Dead/Dying Tree,21
2024-11-08T00:00:00.000,Dirty Condition,169
2024-11-08T00:00:00.000,HEAT/HOT WATER,467
2024-11-08T00:00:00.000,Illegal Fireworks,1
2024-11-08T00:00:00.000,Illegal Parking,1438
2024-11-08T00:00:00.000,Noise - Residential,849
2024-11-08T00:00:00.000,Noise - Street/Sidewalk,350
2024-11-08T00:00:00.000,Rodent,71
2024-11-08T00:00:00.000,Street Condition,104
2024-11-09T00:00:00.000,Blocked Driveway,520
2024-11-09T00:00:00.000,Damaged Tree,51
2024-11-09T00:00:00.000,Dead/Dying Tree,9
2024-11-09T00:00:00.000,Dirty Condition,135
2024-11-09T00:00:00.000,HEAT/HOT WATER,1579
2024-11-09T00:00:00.000,Illegal Fireworks,5
2024-11-09T00:00:00.000,Illegal Parking,1223
2024-11-09T00:00:00.000,Noise - Residential,1284
2024-11-09T00:00:00.000,Noise - Street/Sidewalk,363
2024-11-09T00:00:00.000,Rodent,82
2024-11-09T00:00:00.000,Street Condition,72
2024-11-10T00:00:00.000,Blocked Driveway,478
2024-11-10T00:00:00.000,Damaged Tree,38
2024-11-10T00:00:00.000,Dead/Dying Tree,12
2024-11-10T00:00:00.000,Dirty Condition,124
2024-11-10T00:00:00.000,HEAT/HOT WATER,1337
2024-11-10T00:00:00.000,Illegal Fireworks,3
2024-11-10T00:00:00.000,Illegal Parking,1276
2024-11-10T00:00:00.000,Noise - Residential,1179
2024-11-10T00:00:00.000,Noise - Street/Sidewalk,358
2024-11-10T00:00:00.000,Rodent,68
2024-11-10T00:00:00.000,Street Condition,72
2024-11-11T00:00:00.000,Blocked Driveway,429
2024-11-11T00:00:00.000,Damaged Tree,46
2024-11-11T00:00:00.000,Dead/Dying Tree,20
2024-11-11T00:00:00.000,Dirty Condition,176
2024-11-11T00:00:00.000,HEAT/HOT WATER,662
2024-11-11T00:00:00.000,Illegal Fireworks,5
2024-11-11T00:00:00.000,Illegal Parking,1152
2024-11-11T00:00:00.000,Noise - Residential,736
2024-11-11T00:00:00.000,Noise - Street/Sidewalk,272
2024-11-11T00:00:00.000,Rodent,97
2024-11-11T00:00:00.000,Street Condition,85
2024-11-12T00:00:00.000,Blocked Driveway,471
2024-11-12T00:00:00.000,Damaged Tree,95
2024-11-12T00:00:00.000,Dead/Dying Tree,28
2024-11-12T00:00:00.000,Dirty Condition,180
2024-11-12T00:00:00.000,HEAT/HOT WATER,2241
2024-11-12T00:00:00.000,Illegal Parking,1366
2024-11-12T00:00:00.000,Noise - Residential,603
2024-11-12T00:00:00.000,Noise - Street/Sidewalk,154
2024-11-12T00:00:00.000,Rodent,110
2024-11-12T00:00:00.000,Street Condition,150
2024-11-13T00:00:00.000,Blocked Driveway,460
2024-11-13T00:00:00.000,Damaged Tree,73
2024-11-13T00:00:00.000,Dead/Dying Tree,11
2024-11-13T00:00:00.000,Dirty Condition,145
2024-11-13T00:00:00.000,HEAT/HOT WATER,3004
2024-11-13T00:00:00.000,Illegal Parking,1215
2024-11-13T00:00:00.000,Noise - Residential,607
2024-11-13T00:00:00.000,Noise - Street/Sidewalk,183
2024-11-13T00:00:00.000,Rodent,102
2024-11-13T00:00:00.000,Street Condition,105
2024-11-14T00:00:00.000,Blocked Driveway,483
2024-11-14T00:00:00.000,Damaged Tree,46
2024-11-14T00:00:00.000,Dead/Dying Tree,28
2024-11-14T00:00:00.000,Dirty Condition,168
2024-11-14T00:00:00.000,HEAT/HOT WATER,2457
2024-11-14T00:00:00.000,Illegal Fireworks,4
2024-11-14T00:00:00.000,Illegal Parking,1425
2024-11-14T00:00:00.000,Noise - Residential,636
2024-11-14T00:00:00.000,Noise - Street/Sidewalk,145
2024-11-14T00:00:00.000,Rodent,80
2024-11-14T00:00:00.000,Street Condition,150
2024-11-15T00:00:00.000,Blocked Driveway,533
2024-11-15T00:00:00.000,Damaged Tree,47
2024-11-15T00:00:00.000,Dead/Dying Tree,10
2024-11-15T00:00:00.000,Dirty Condition,129
2024-11-15T00:00:00.000,HEAT/HOT WATER,1495
2024-11-15T00:00:00.000,Illegal Fireworks,8
2024-11-15T00:00:00.000,Illegal Parking,1404
2024-11-15T00:00:00.000,Noise - Residential,819
2024-11-15T00:00:00.000,Noise - Street/Sidewalk,247
2024-11-15T00:00:00.000,Rodent,80
2024-11-15T00:00:00.000,Street Condition,135
2024-11-16T00:00:00.000,Blocked Driveway,536
2024-11-16T00:00:00.000,Damaged Tree,30
2024-11-16T00:00:00.000,Dead/Dying Tree,10
2024-11-16T00:00:00.000,Dirty Condition,116
2024-11-16T00:00:00.000,HEAT/HOT WATER,1142
2024-11-16T00:00:00.000,Illegal Fireworks,3
2024-11-16T00:00:00.000,Illegal Parking,1329
2024-11-16T00:00:00.000,Noise - Residential,1225
2024-11-16T00:00:00.000,Noise - Street/Sidewalk,403
2024-11-16T00:00:00.000,Rodent,63
2024-11-16T00:00:00.000,Street Condition,51
2024-11-17T00:00:00.000,Blocked Driveway,523
2024-11-17T00:00:00.000,Damaged Tree,25
2024-11-17T00:00:00.000,Dead/Dying Tree,7
2024-11-17T00:00:00.000,Dirty Condition,159
2024-11-17T00:00:00.000,HEAT/HOT WATER,869
2024-11-17T00:00:00.000,Illegal Fireworks,3
2024-11-17T00:00:00.000,Illegal Parking,1375
2024-11-17T00:00:00.000,Noise - Residential,1151
2024-11-17T00:00:00.000,Noise - Street/Sidewalk,552
2024-11-17T00:00:00.000,Rodent,67
2024-11-17T00:00:00.000,Street Condition,94
2024-11-18T00:00:00.000,Blocked Driveway,538
2024-11-18T00:00:00.000,Damaged Tree,62
2024-11-18T00:00:00.000,Dead/Dying Tree,24
2024-11-18T00:00:00.000,Dirty Condition,205
2024-11-18T00:00:00.000,HEAT/HOT WATER,944
2024-11-18T00:00:00.000,Illegal Fireworks,3
2024-11-18T00:00:00.000,Illegal Parking,1517
2024-11-18T00:00:00.000,Noise - Residential,2558
2024-11-18T00:00:00.000,Noise - Street/Sidewalk,348
2024-11-18T00:00:00.000,Rodent,103
2024-11-18T00:00:00.000,Street Condition,183
2024-11-19T00:00:00.000,Blocked Driveway,522
2024-11-19T00:00:00.000,Damaged Tree,35
2024-11-19T00:00:00.000,Dead/Dying Tree,20
2024-11-19T00:00:00.000,Dirty Condition,176
2024-11-19T00:00:00.000,HEAT/HOT WATER,993
2024-11-19T00:00:00.000,Illegal Fireworks,2
2024-11-19T00:00:00.000,Illegal Parking,1607
2024-11-19T00:00:00.000,Noise - Residential,3654
2024-11-19T00:00:00.000,Noise - Street/Sidewalk,252
2024-11-19T00:00:00.000,Rodent,95
2024-11-19T00:00:00.000,Street Condition,221
2024-11-20T00:00:00.000,Blocked Driveway,468
2024-11-20T00:00:00.000,Damaged Tree,33
2024-11-20T00:00:00.000,Dead/Dying Tree,17
2024-11-20T00:00:00.000,Dirty Condition,210
2024-11-20T00:00:00.000,HEAT/HOT WATER,1009
2024-11-20T00:00:00.000,Illegal Fireworks,3
2024-11-20T00:00:00.000,Illegal Parking,1612
2024-11-20T00:00:00.000,Noise - Residential,3860
2024-11-20T00:00:00.000,Noise - Street/Sidewalk,309
2024-11-20T00:00:00.000,Rodent,87
2024-11-20T00:00:00.000,Street Condition,200
2024-11-21T00:00:00.000,Blocked Driveway,496
2024-11-21T00:00:00.000,Damaged Tree,63
2024-11-21T00:00:00.000,Dead/Dying Tree,15
2024-11-21T00:00:00.000,Dirty Condition,85
2024-11-21T00:00:00.000,HEAT/HOT WATER,1607
2024-11-21T00:00:00.000,Illegal Parking,1113
2024-11-21T00:00:00.000,Noise - Residential,1329
2024-11-21T00:00:00.000,Noise - Street/Sidewalk,128
2024-11-21T00:00:00.000,Rodent,102
2024-11-21T00:00:00.000,Street Condition,185
2024-11-22T00:00:00.000,Blocked Driveway,560
2024-11-22T00:00:00.000,Damaged Tree,154
2024-11-22T00:00:00.000,Dead/Dying Tree,18
2024-11-22T00:00:00.000,Dirty Condition,101
2024-11-22T00:00:00.000,HEAT/HOT WATER,2532
2024-11-22T00:00:00.000,Illegal Fireworks,1
2024-11-22T00:00:00.000,Illegal Parking,1309
2024-11-22T00:00:00.000,Noise - Residential,709
2024-11-22T00:00:00.000,Noise - Street/Sidewalk,110
2024-11-22T00:00:00.000,Rodent,75
2024-11-22T00:00:00.000,Street Condition,118
2024-11-23T00:00:00.000,Blocked Driveway,609
2024-11-23T00:00:00.000,Damaged Tree,116
2024-11-23T00:00:00.000,Dead/Dying Tree,15
2024-11-23T00:00:00.000,Dirty Condition,85
2024-11-23T00:00:00.000,HEAT/HOT WATER,1737
2024-11-23T00:00:00.000,Illegal Fireworks,2
2024-11-23T00:00:00.000,Illegal Parking,1333
2024-11-23T00:00:00.000,Noise - Residential,1172
2024-11-23T00:00:00.000,Noise - Street/Sidewalk,294
2024-11-23T00:00:00.000,Rodent,50
2024-11-23T00:00:00.000,Street Condition,104
2024-11-24T00:00:00.000,Blocked Driveway,567
2024-11-24T00:00:00.000,Damaged Tree,81
2024-11-24T00:00:00.000,Dead/Dying Tree,13
2024-11-24T00:00:00.000,Dirty Condition,124
2024-11-24T00:00:00.000,HEAT/HOT WATER,1412
2024-11-24T00:00:00.000,Illegal Fireworks,2
2024-11-24T00:00:00.000,Illegal Parking,1409
2024-11-24T00:00:00.000,Noise - Residential,1085
2024-11-24T00:00:00.000,Noise - Street/Sidewalk,316
2024-11-24T00:00:00.000,Rodent,61
2024-11-24T00:00:00.000,Street Condition,149
2024-11-25T00:00:00.000,Blocked Driveway,495
2024-11-25T00:00:00.000,Damaged Tree,73
2024-11-25T00:00:00.000,Dead/Dying Tree,20
2024-11-25T00:00:00.000,Dirty Condition,173
2024-11-25T00:00:00.000,HEAT/HOT WATER,1500
2024-11-25T00:00:00.000,Illegal Fireworks,2
2024-11-25T00:00:00.000,Illegal Parking,1410
2024-11-25T00:00:00.000,Noise - Residential,749
2024-11-25T00:00:00.000,Noise - Street/Sidewalk,226
2024-11-25T00:00:00.000,Rodent,79
2024-11-25T00:00:00.000,Street Condition,207
2024-11-26T00:00:00.000,Blocked Driveway,521
2024-11-26T00:00:00.000,Damaged Tree,56
2024-11-26T00:00:00.000,Dead/Dying Tree,10
2024-11-26T00:00:00.000,Dirty Condition,100
2024-11-26T00:00:00.000,HEAT/HOT WATER,1028
2024-11-26T00:00:00.000,Illegal Fireworks,3
2024-11-26T00:00:00.000,Illegal Parking,1440
2024-11-26T00:00:00.000,Noise - Residential,699
2024-11-26T00:00:00.000,Noise - Street/Sidewalk,222
2024-11-26T00:00:00.000,Rodent,90
2024-11-26T00:00:00.000,Snow or Ice,1
2024-11-26T00:00:00.000,Street Condition,160
2024-11-27T00:00:00.000,Blocked Driveway,512
2024-11-27T00:00:00.000,Damaged Tree,43
2024-11-27T00:00:00.000,Dead/Dying Tree,17
2024-11-27T00:00:00.000,Dirty Condition,109
2024-11-27T00:00:00.000,HEAT/HOT WATER,1329
2024-11-27T00:00:00.000,Illegal Fireworks,1
2024-11-27T00:00:00.000,Illegal Parking,1276
2024-11-27T00:00:00.000,Noise - Residential,723
2024-11-27T00:00:00.000,Noise - Street/Sidewalk,302
2024-11-27T00:00:00.000,Rodent,54
2024-11-27T00:00:00.000,Street Condition,144
2024-11-28T00:00:00.000,Blocked Driveway,495
2024-11-28T00:00:00.000,Damaged Tree,22
2024-11-28T00:00:00.000,Dead/Dying Tree,6
2024-11-28T00:00:00.000,Dirty Condition,30
2024-11-28T00:00:00.000,HEAT/HOT WATER,1002
2024-11-28T00:00:00.000,Illegal Fireworks,9
2024-11-28T00:00:00.000,Illegal Parking,993
2024-11-28T00:00:00.000,Noise - Residential,1855
2024-11-28T00:00:00.000,Noise - Street/Sidewalk,171
2024-11-28T00:00:00.000,Rodent,41
2024-11-28T00:00:00.000,Street Condition,64
2024-11-29T00:00:00.000,Blocked Driveway,448
2024-11-29T00:00:00.000,Damaged Tree,21
2024-11-29T00:00:00.000,Dead/Dying Tree,8
2024-11-29T00:00:00.000,Dirty Condition,68
2024-11-29T00:00:00.000,HEAT/HOT WATER,1628
2024-11-29T00:00:00.000,Illegal Fireworks,1
2024-11-29T00:00:00.000,Illegal Parking,1061
2024-11-29T00:00:00.000,Noise - Residential,2279
2024-11-29T00:00:00.000,Noise - Street/Sidewalk,169
2024-11-29T00:00:00.000,Rodent,68
2024-11-29T00:00:00.000,Snow or Ice,1
2024-11-29T00:00:00.000,Street Condition,88
2024-11-30T00:00:00.000,Blocked Driveway,497
2024-11-30T00:00:00.000,Damaged Tree,29
2024-11-30T00:00:00.000,Dead/Dying Tree,11
2024-11-30T00:00:00.000,Dirty Condition,69
2024-11-30T00:00:00.000,HEAT/HOT WATER,2470
2024-11-30T00:00:00.000,Illegal Fireworks,2
2024-11-30T00:00:00.000,Illegal Parking,1108
2024-11-30T00:00:00.000,Noise - Residential,1494
2024-11-30T00:00:00.000,Noise - Street/Sidewalk,199
2024-11-30T00:00:00.000,Rodent,57
2024-11-30T00:00:00.000,Street Condition,73
2024-12-01T00:00:00.000,Blocked Driveway,487
2024-12-01T00:00:00.000,Damaged Tree,17
2024-12-01T00:00:00.000,Dead/Dying Tree,8
2024-12-01T00:00:00.000,Dirty Condition,106
2024-12-01T00:00:00.000,HEAT/HOT WATER,2936
2024-12-01T00:00:00.000,Illegal Fireworks,3
2024-12-01T00:00:00.000,Illegal Parking,1266
2024-12-01T00:00:00.000,Noise - Residential,996
2024-12-01T00:00:00.000,Noise - Street/Sidewalk,163
2024-12-01T00:00:00.000,Rodent,52
2024-12-01T00:00:00.000,Snow or Ice,7
2024-12-01T00:00:00.000,Street Condition,122
2024-12-02T00:00:00.000,Blocked Driveway,445
2024-12-02T00:00:00.000,Damaged Tree,22
2024-12-02T00:00:00.000,Dead/Dying Tree,22
2024-12-02T00:00:00.000,Dirty Condition,148
2024-12-02T00:00:00.000,HEAT/HOT WATER,3066
2024-12-02T00:00:00.000,Illegal Parking,1387
2024-12-02T00:00:00.000,Noise - Residential,622
2024-12-02T00:00:00.000,Noise - Street/Sidewalk,134
2024-12-02T00:00:00.000,Rodent,80
2024-12-02T00:00:00.000,Snow or Ice,9
2024-12-02T00:00:00.000,Street Condition,218
2024-12-03T00:00:00.000,Blocked Driveway,455
2024-12-03T00:00:00.000,Damaged Tree,33
2024-12-03T00:00:00.000,Dead/Dying Tree,13
2024-12-03T00:00:00.000,Dirty Condition,170
2024-12-03T00:00:00.000,HEAT/HOT WATER,2668
2024-12-03T00:00:00.000,Illegal Parking,1425
2024-12-03T00:00:00.000,Noise - Residential,657
2024-12-03T00:00:00.000,Noise - Street/Sidewalk,141
2024-12-03T00:00:00.000,Rodent,78
2024-12-03T00:00:00.000,Street Condition,247
2024-12-04T00:00:00.000,Blocked Driveway,466
2024-12-04T00:00:00.000,Damaged Tree,39
2024-12-04T00:00:00.000,Dead/Dying Tree,10
2024-12-04T00:00:00.000,Dirty Condition,125
2024-12-04T00:00:00.000,HEAT/HOT WATER,2695
2024-12-04T00:00:00.000,Illegal Fireworks,6
2024-12-04T00:00:00.000,Illegal Parking,1331
2024-12-04T00:00:00.000,Noise - Residential,705
2024-12-04T00:00:00.000,Noise - Street/Sidewalk,88
2024-12-04T00:00:00.000,Rodent,81
2024-12-04T00:00:00.000,Snow or Ice,4
2024-12-04T00:00:00.000,Street Condition,231
2024-12-05T00:00:00.000,Blocked Driveway,455
2024-12-05T00:00:00.000,Damaged Tree,141
2024-12-05T00:00:00.000,Dead/Dying Tree,26
2024-12-05T00:00:00.000,Dirty Condition,122
2024-12-05T00:00:00.000,HEAT/HOT WATER,2671
2024-12-05T00:00:00.000,Illegal Fireworks,8
2024-12-05T00:00:00.000,Illegal Parking,1309
2024-12-05T00:00:00.000,Noise - Residential,622
2024-12-05T00:00:00.000,Noise - Street/Sidewalk,97
2024-12-05T00:00:00.000,Rodent,64
2024-12-05T00:00:00.000,Snow or Ice,2
2024-12-05T00:00:00.000,Street Condition,125
2024-12-06T00:00:00.000,Blocked Driveway,520
2024-12-06T00:00:00.000,Damaged Tree,62
2024-12-06T00:00:00.000,Dead/Dying Tree,25
2024-12-06T00:00:00.000,Dirty Condition,84
2024-12-06T00:00:00.000,HEAT/HOT WATER,2820
2024-12-06T00:00:00.000,Illegal Fireworks,8
2024-12-06T00:00:00.000,Illegal Parking,1265
2024-12-06T00:00:00.000,Noise - Residential,821
2024-12-06T00:00:00.000,Noise - Street/Sidewalk,131
2024-12-06T00:00:00.000,Rodent,64
2024-12-06T00:00:00.000,Snow or Ice,6
2024-12-06T00:00:00.000,Street Condition,84
2024-12-07T00:00:00.000,Blocked Driveway,509
2024-12-07T00:00:00.000,Damaged Tree,20
2024-12-07T00:00:00.000,Dead/Dying Tree,6
2024-12-07T00:00:00.000,Dirty Condition,97
2024-12-07T00:00:00.000,HEAT/HOT WATER,1928
2024-12-07T00:00:00.000,Illegal Fireworks,3
2024-12-07T00:00:00.000,Illegal Parking,1232
2024-12-07T00:00:00.000,Noise - Residential,1158
2024-12-07T00:00:00.000,Noise - Street/Sidewalk,237
2024-12-07T00:00:00.000,Rodent,39
2024-12-07T00:00:00.000,Snow or Ice,2
2024-12-07T00:00:00.000,Street Condition,72
2024-12-08T00:00:00.000,Blocked Driveway,578
2024-12-08T00:00:00.000,Damaged Tree,23
2024-12-08T00:00:00.000,Dead/Dying Tree,6
2024-12-08T00:00:00.000,Dirty Condition,134
2024-12-08T00:00:00.000,HEAT/HOT WATER,1310
2024-12-08T00:00:00.000,Illegal Fireworks,11
2024-12-08T00:00:00.000,Illegal Parking,1396
2024-12-08T00:00:00.000,Noise - Residential,1108
2024-12-08T00:00:00.000,Noise - Street/Sidewalk,282
2024-12-08T00:00:00.000,Rodent,47
2024-12-08T00:00:00.000,Street Condition,144
2024-12-09T00:00:00.000,Blocked Driveway,564
2024-12-09T00:00:00.000,Damaged Tree,27
2024-12-09T00:00:00.000,Dead/Dying Tree,15
2024-12-09T00:00:00.000,Dirty Condition,154
2024-12-09T00:00:00.000,HEAT/HOT WATER,1303
2024-12-09T00:00:00.000,Illegal Fireworks,3
2024-12-09T00:00:00.000,Illegal Parking,1292
2024-12-09T00:00:00.000,Noise - Residential,718
2024-12-09T00:00:00.000,Noise - Street/Sidewalk,177
2024-12-09T00:00:00.000,Rodent,74
2024-12-09T00:00:00.000,Street Condition,251
2024-12-10T00:00:00.000,Blocked Driveway,464
2024-12-10T00:00:00.000,Damaged Tree,29
2024-12-10T00:00:00.000,Dead/Dying Tree,17
2024-12-10T00:00:00.000,Dirty Condition,115
2024-12-10T00:00:00.000,HEAT/HOT WATER,1289
2024-12-10T00:00:00.000,Illegal Parking,1416
2024-12-10T00:00:00.000,Noise - Residential,682
2024-12-10T00:00:00.000,Noise - Street/Sidewalk,145
2024-12-10T00:00:00.000,Rodent,72
2024-12-10T00:00:00.000,Street Condition,259
2024-12-11T00:00:00.000,Blocked Driveway,481
2024-12-11T00:00:00.000,Damaged Tree,93
2024-12-11T00:00:00.000,Dead/Dying Tree,19
2024-12-11T00:00:00.000,Dirty Condition,134
2024-12-11T00:00:00.000,HEAT/HOT WATER,1039
2024-12-11T00:00:00.000,Illegal Parking,1396
2024-12-11T00:00:00.000,Noise - Residential,624
2024-12-11T00:00:00.000,Noise - Street/Sidewalk,135
2024-12-11T00:00:00.000,Rodent,66
2024-12-11T00:00:00.000,Street Condition,291
2024-12-12T00:00:00.000,Blocked Driveway,552
2024-12-12T00:00:00.000,Damaged Tree,82
2024-12-12T00:00:00.000,Dead/Dying Tree,25
2024-12-12T00:00:00.000,Dirty Condition,119
2024-12-12T00:00:00.000,HEAT/HOT WATER,2008
2024-12-12T00:00:00.000,Illegal Parking,1428
2024-12-12T00:00:00.000,Noise - Residential,1607
2024-12-12T00:00:00.000,Noise - Street/Sidewalk,128
2024-12-12T00:00:00.000,Rodent,72
2024-12-12T00:00:00.000,Snow or Ice,2
2024-12-12T00:00:00.000,Street Condition,219
2024-12-13T00:00:00.000,Blocked Driveway,521
2024-12-13T00:00:00.000,Damaged Tree,39
2024-12-13T00:00:00.000,Dead/Dying Tree,17
2024-12-13T00:00:00.000,Dirty Condition,95
2024-12-13T00:00:00.000,HEAT/HOT WATER,2615
2024-12-13T00:00:00.000,Illegal Fireworks,1
2024-12-13T00:00:00.000,Illegal Parking,1327
2024-12-13T00:00:00.000,Noise - Residential,1174
2024-12-13T00:00:00.000,Noise - Street/Sidewalk,144
2024-12-13T00:00:00.000,Rodent,92
2024-12-13T00:00:00.000,Snow or Ice,14
2024-12-13T00:00:00.000,Street Condition,109
2024-12-14T00:00:00.000,Blocked Driveway,511
2024-12-14T00:00:00.000,Damaged Tree,24
2024-12-14T00:00:00.000,Dead/Dying Tree,5
2024-12-14T00:00:00.000,Dirty Condition,73
2024-12-14T00:00:00.000,HEAT/HOT WATER,2501
2024-12-14T00:00:00.000,Illegal Fireworks,1
2024-12-14T00:00:00.000,Illegal Parking,1367
2024-12-14T00:00:00.000,Noise - Residential,1207
2024-12-14T00:00:00.000,Noise - Street/Sidewalk,214
2024-12-14T00:00:00.000,Rodent,40
2024-12-14T00:00:00.000,Snow or Ice,7
2024-12-14T00:00:00.000,Street Condition,75
2024-12-15T00:00:00.000,Blocked Driveway,503
2024-12-15T00:00:00.000,Damaged Tree,19
2024-12-15T00:00:00.000,Dead/Dying Tree,4
2024-12-15T00:00:00.000,Dirty Condition,111
2024-12-15T00:00:00.000,HEAT/HOT WATER,2016
2024-12-15T00:00:00.000,Illegal Fireworks,16
2024-12-15T00:00:00.000,Illegal Parking,1486
2024-12-15T00:00:00.000,Noise - Residential,1934
2024-12-15T00:00:00.000,Noise - Street/Sidewalk,208
2024-12-15T00:00:00.000,Rodent,58
2024-12-15T00:00:00.000,Snow or Ice,6
2024-12-15T00:00:00.000,Street Condition,223
2024-12-16T00:00:00.000,Blocked Driveway,496
2024-12-16T00:00:00.000,Damaged Tree,36
2024-12-16T00:00:00.000,Dead/Dying Tree,7
2024-12-16T00:00:00.000,Dirty Condition,104
2024-12-16T00:00:00.000,HEAT/HOT WATER,1408
2024-12-16T00:00:00.000,Illegal Parking,1371
2024-12-16T00:00:00.000,Noise - Residential,5590
2024-12-16T00:00:00.000,Noise - Street/Sidewalk,109
2024-12-16T00:00:00.000,Rodent,68
2024-12-16T00:00:00.000,Street Condition,274
2024-12-17T00:00:00.000,Blocked Driveway,541
2024-12-17T00:00:00.000,Damaged Tree,47
2024-12-17T00:00:00.000,Dead/Dying Tree,14
2024-12-17T00:00:00.000,Dirty Condition,153
2024-12-17T00:00:00.000,HEAT/HOT WATER,898
2024-12-17T00:00:00.000,Illegal Parking,1541
2024-12-17T00:00:00.000,Noise - Residential,4613
2024-12-17T00:00:00.000,Noise - Street/Sidewalk,205
2024-12-17T00:00:00.000,Rodent,96
2024-12-17T00:00:00.000,Street Condition,258
2024-12-18T00:00:00.000,Blocked Driveway,493
2024-12-18T00:00:00.000,Damaged Tree,41
2024-12-18T00:00:00.000,Dead/Dying Tree,12
2024-12-18T00:00:00.000,Dirty Condition,158
2024-12-18T00:00:00.000,HEAT/HOT WATER,979
2024-12-18T00:00:00.000,Illegal Parking,1406
2024-12-18T00:00:00.000,Noise - Residential,653
2024-12-18T00:00:00.000,Noise - Street/Sidewalk,166
2024-12-18T00:00:00.000,Rodent,72
2024-12-18T00:00:00.000,Street Condition,326
2024-12-19T00:00:00.000,Blocked Driveway,535
2024-12-19T00:00:00.000,Damaged Tree,34
2024-12-19T00:00:00.000,Dead/Dying Tree,10
2024-12-19T00:00:00.000,Dirty Condition,109
2024-12-19T00:00:00.000,HEAT/HOT WATER,1418
2024-12-19T00:00:00.000,Illegal Parking,1482
2024-12-19T00:00:00.000,Noise - Residential,737
2024-12-19T00:00:00.000,Noise - Street/Sidewalk,142
2024-12-19T00:00:00.000,Rodent,70
2024-12-19T00:00:00.000,Street Condition,236
2024-12-20T00:00:00.000,Blocked Driveway,522
2024-12-20T00:00:00.000,Damaged Tree,19
2024-12-20T00:00:00.000,Dead/Dying Tree,9
2024-12-20T00:00:00.000,Dirty Condition,117
2024-12-20T00:00:00.000,HEAT/HOT WATER,1679
2024-12-20T00:00:00.000,Illegal Parking,1340
2024-12-20T00:00:00.000,Noise - Residential,743
2024-12-20T00:00:00.000,Noise - Street/Sidewalk,119
2024-12-20T00:00:00.000,Rodent,76
2024-12-20T00:00:00.000,Street Condition,103
2024-12-21T00:00:00.000,Blocked Driveway,519
2024-12-21T00:00:00.000,Damaged Tree,17
2024-12-21T00:00:00.000,Dead/Dying Tree,10
2024-12-21T00:00:00.000,Dirty Condition,52
2024-12-21T00:00:00.000,HEAT/HOT WATER,2299
2024-12-21T00:00:00.000,Illegal Fireworks,3
2024-12-21T00:00:00.000,Illegal Parking,1055
2024-12-21T00:00:00.000,Noise - Residential,1003
2024-12-21T00:00:00.000,Noise - Street/Sidewalk,114
2024-12-21T00:00:00.000,Rodent,33
2024-12-21T00:00:00.000,Snow or Ice,96
2024-12-21T00:00:00.000,Street Condition,60
2024-12-22T00:00:00.000,Blocked Driveway,487
2024-12-22T00:00:00.000,Damaged Tree,11
2024-12-22T00:00:00.000,Dead/Dying Tree,4
2024-12-22T00:00:00.000,Dirty Condition,57
2024-12-22T00:00:00.000,HEAT/HOT WATER,4811
2024-12-22T00:00:00.000,Illegal Fireworks,3
2024-12-22T00:00:00.000,Illegal Parking,1052
