day,complaint_type,n
2024-05-29T00:00:00.000,Illegal Parking,1562
2024-05-29T00:00:00.000,Noise - Residential,563
2024-05-29T00:00:00.000,Noise - Street/Sidewalk,343
2024-05-29T00:00:00.000,Rodent,144
2024-05-29T00:00:00.000,Street Condition,290
2024-05-30T00:00:00.000,Blocked Driveway,456
2024-05-30T00:00:00.000,Damaged Tree,179
2024-05-30T00:00:00.000,Dead/Dying Tree,65
2024-05-30T00:00:00.000,Dirty Condition,186
2024-05-30T00:00:00.000,HEAT/HOT WATER,103
2024-05-30T00:00:00.000,Illegal Fireworks,5
2024-05-30T00:00:00.000,Illegal Parking,1765
2024-05-30T00:00:00.000,Noise - Residential,650
2024-05-30T00:00:00.000,Noise - Street/Sidewalk,364
2024-05-30T00:00:00.000,Rodent,137
2024-05-30T00:00:00.000,Street Condition,276
2024-05-31T00:00:00.000,Blocked Driveway,519
2024-05-31T00:00:00.000,Damaged Tree,87
2024-05-31T00:00:00.000,Dead/Dying Tree,50
2024-05-31T00:00:00.000,Dirty Condition,151
2024-05-31T00:00:00.000,HEAT/HOT WATER,159
2024-05-31T00:00:00.000,Illegal Fireworks,19
2024-05-31T00:00:00.000,Illegal Parking,1602
2024-05-31T00:00:00.000,Noise - Residential,907
2024-05-31T00:00:00.000,Noise - Street/Sidewalk,692
2024-05-31T00:00:00.000,Rodent,123
2024-05-31T00:00:00.000,Street Condition,213
2024-06-01T00:00:00.000,Blocked Driveway,471
2024-06-01T00:00:00.000,Damaged Tree,61
2024-06-01T00:00:00.000,Dead/Dying Tree,19
2024-06-01T00:00:00.000,Dirty Condition,138
2024-06-01T00:00:00.000,HEAT/HOT WATER,102
2024-06-01T00:00:00.000,Illegal Fireworks,27
2024-06-01T00:00:00.000,Illegal Parking,1447
2024-06-01T00:00:00.000,Noise - Residential,1779
2024-06-01T00:00:00.000,Noise - Street/Sidewalk,1340
2024-06-01T00:00:00.000,Rodent,100
2024-06-01T00:00:00.000,Street Condition,144
2024-06-02T00:00:00.000,Blocked Driveway,464
2024-06-02T00:00:00.000,Damaged Tree,55
2024-06-02T00:00:00.000,Dead/Dying Tree,26
2024-06-02T00:00:00.000,Dirty Condition,225
2024-06-02T00:00:00.000,HEAT/HOT WATER,110
2024-06-02T00:00:00.000,Illegal Fireworks,31
2024-06-02T00:00:00.000,Illegal Parking,1639
2024-06-02T00:00:00.000,Noise - Residential,1642
2024-06-02T00:00:00.000,Noise - Street/Sidewalk,1524
2024-06-02T00:00:00.000,Rodent,122
2024-06-02T00:00:00.000,Street Condition,147
2024-06-03T00:00:00.000,Blocked Driveway,501
2024-06-03T00:00:00.000,Damaged Tree,108
2024-06-03T00:00:00.000,Dead/Dying Tree,64
2024-06-03T00:00:00.000,Dirty Condition,298
2024-06-03T00:00:00.000,HEAT/HOT WATER,131
2024-06-03T00:00:00.000,Illegal Fireworks,5
2024-06-03T00:00:00.000,Illegal Parking,1759
2024-06-03T00:00:00.000,Noise - Residential,661
2024-06-03T00:00:00.000,Noise - Street/Sidewalk,471
2024-06-03T00:00:00.000,Rodent,169
2024-06-03T00:00:00.000,Street Condition,323
2024-06-04T00:00:00.000,Blocked Driveway,513
2024-06-04T00:00:00.000,Damaged Tree,104
2024-06-04T00:00:00.000,Dead/Dying Tree,64
2024-06-04T00:00:00.000,Dirty Condition,231
2024-06-04T00:00:00.000,HEAT/HOT WATER,134
2024-06-04T00:00:00.000,Illegal Fireworks,15
2024-06-04T00:00:00.000,Illegal Parking,1702
2024-06-04T00:00:00.000,Noise - Residential,636
2024-06-04T00:00:00.000,Noise - Street/Sidewalk,497
2024-06-04T00:00:00.000,Rodent,136
2024-06-04T00:00:00.000,Street Condition,354
2024-06-05T00:00:00.000,Blocked Driveway,461
2024-06-05T00:00:00.000,Damaged Tree,85
2024-06-05T00:00:00.000,Dead/Dying Tree,46
2024-06-05T00:00:00.000,Dirty Condition,237
2024-06-05T00:00:00.000,HEAT/HOT WATER,125
2024-06-05T00:00:00.000,Illegal Fireworks,14
2024-06-05T00:00:00.000,Illegal Parking,1589
2024-06-05T00:00:00.000,Noise - Residential,606
2024-06-05T00:00:00.000,Noise - Street/Sidewalk,507
2024-06-05T00:00:00.000,Rodent,167
2024-06-05T00:00:00.000,Street Condition,309
2024-06-06T00:00:00.000,Blocked Driveway,462
2024-06-06T00:00:00.000,Damaged Tree,234
2024-06-06T00:00:00.000,Dead/Dying Tree,55
2024-06-06T00:00:00.000,Dirty Condition,205
2024-06-06T00:00:00.000,HEAT/HOT WATER,99
2024-06-06T00:00:00.000,Illegal Fireworks,12
2024-06-06T00:00:00.000,Illegal Parking,1495
2024-06-06T00:00:00.000,Noise - Residential,588
2024-06-06T00:00:00.000,Noise - Street/Sidewalk,324
2024-06-06T00:00:00.000,Rodent,153
2024-06-06T00:00:00.000,Street Condition,274
2024-06-07T00:00:00.000,Blocked Driveway,473
2024-06-07T00:00:00.000,Damaged Tree,131
2024-06-07T00:00:00.000,Dead/Dying Tree,55
2024-06-07T00:00:00.000,Dirty Condition,190
2024-06-07T00:00:00.000,HEAT/HOT WATER,109
2024-06-07T00:00:00.000,Illegal Fireworks,39
2024-06-07T00:00:00.000,Illegal Parking,1539
2024-06-07T00:00:00.000,Noise - Residential,818
2024-06-07T00:00:00.000,Noise - Street/Sidewalk,759
2024-06-07T00:00:00.000,Rodent,173
2024-06-07T00:00:00.000,Street Condition,250
2024-06-08T00:00:00.000,Blocked Driveway,465
2024-06-08T00:00:00.000,Damaged Tree,106
2024-06-08T00:00:00.000,Dead/Dying Tree,30
2024-06-08T00:00:00.000,Dirty Condition,139
2024-06-08T00:00:00.000,HEAT/HOT WATER,102
2024-06-08T00:00:00.000,Illegal Fireworks,35
2024-06-08T00:00:00.000,Illegal Parking,1498
2024-06-08T00:00:00.000,Noise - Residential,1642
2024-06-08T00:00:00.000,Noise - Street/Sidewalk,1418
2024-06-08T00:00:00.000,Rodent,92
2024-06-08T00:00:00.000,Street Condition,135
2024-06-09T00:00:00.000,Blocked Driveway,507
2024-06-09T00:00:00.000,Damaged Tree,111
2024-06-09T00:00:00.000,Dead/Dying Tree,19
2024-06-09T00:00:00.000,Dirty Condition,166
2024-06-09T00:00:00.000,HEAT/HOT WATER,111
2024-06-09T00:00:00.000,Illegal Fireworks,31
2024-06-09T00:00:00.000,Illegal Parking,1694
2024-06-09T00:00:00.000,Noise - Residential,1717
2024-06-09T00:00:00.000,Noise - Street/Sidewalk,1677
2024-06-09T00:00:00.000,Rodent,106
2024-06-09T00:00:00.000,Street Condition,146
2024-06-10T00:00:00.000,Blocked Driveway,523
2024-06-10T00:00:00.000,Damaged Tree,117
2024-06-10T00:00:00.000,Dead/Dying Tree,70
2024-06-10T00:00:00.000,Dirty Condition,237
2024-06-10T00:00:00.000,HEAT/HOT WATER,121
2024-06-10T00:00:00.000,Illegal Fireworks,24
2024-06-10T00:00:00.000,Illegal Parking,1729
2024-06-10T00:00:00.000,Noise - Residential,733
2024-06-10T00:00:00.000,Noise - Street/Sidewalk,553
2024-06-10T00:00:00.000,Rodent,199
2024-06-10T00:00:00.000,Street Condition,321
2024-06-11T00:00:00.000,Blocked Driveway,429
2024-06-11T00:00:00.000,Damaged Tree,95
2024-06-11T00:00:00.000,Dead/Dying Tree,46
2024-06-11T00:00:00.000,Dirty Condition,233
2024-06-11T00:00:00.000,HEAT/HOT WATER,145
2024-06-11T00:00:00.000,Illegal Fireworks,26
2024-06-11T00:00:00.000,Illegal Parking,1692
2024-06-11T00:00:00.000,Noise - Residential,732
2024-06-11T00:00:00.000,Noise - Street/Sidewalk,426
2024-06-11T00:00:00.000,Rodent,170
2024-06-11T00:00:00.000,Street Condition,310
2024-06-12T00:00:00.000,Blocked Driveway,399
2024-06-12T00:00:00.000,Damaged Tree,70
2024-06-12T00:00:00.000,Dead/Dying Tree,54
2024-06-12T00:00:00.000,Dirty Condition,190
2024-06-12T00:00:00.000,HEAT/HOT WATER,107
2024-06-12T00:00:00.000,Illegal Fireworks,27
2024-06-12T00:00:00.000,Illegal Parking,1529
2024-06-12T00:00:00.000,Noise - Residential,689
2024-06-12T00:00:00.000,Noise - Street/Sidewalk,508
2024-06-12T00:00:00.000,Rodent,141
2024-06-12T00:00:00.000,Street Condition,348
2024-06-13T00:00:00.000,Blocked Driveway,423
2024-06-13T00:00:00.000,Damaged Tree,107
2024-06-13T00:00:00.000,Dead/Dying Tree,53
2024-06-13T00:00:00.000,Dirty Condition,216
2024-06-13T00:00:00.000,HEAT/HOT WATER,101
2024-06-13T00:00:00.000,Illegal Fireworks,45
2024-06-13T00:00:00.000,Illegal Parking,1550
2024-06-13T00:00:00.000,Noise - Residential,706
2024-06-13T00:00:00.000,Noise - Street/Sidewalk,581
2024-06-13T00:00:00.000,Rodent,160
2024-06-13T00:00:00.000,Street Condition,228
2024-06-14T00:00:00.000,Blocked Driveway,420
2024-06-14T00:00:00.000,Damaged Tree,260
2024-06-14T00:00:00.000,Dead/Dying Tree,39
2024-06-14T00:00:00.000,Dirty Condition,189
2024-06-14T00:00:00.000,HEAT/HOT WATER,116
2024-06-14T00:00:00.000,Illegal Fireworks,30
2024-06-14T00:00:00.000,Illegal Parking,1648
2024-06-14T00:00:00.000,Noise - Residential,676
2024-06-14T00:00:00.000,Noise - Street/Sidewalk,539
2024-06-14T00:00:00.000,Rodent,133
2024-06-14T00:00:00.000,Street Condition,238
2024-06-15T00:00:00.000,Blocked Driveway,463
2024-06-15T00:00:00.000,Damaged Tree,174
2024-06-15T00:00:00.000,Dead/Dying Tree,37
2024-06-15T00:00:00.000,Dirty Condition,136
2024-06-15T00:00:00.000,HEAT/HOT WATER,126
2024-06-15T00:00:00.000,Illegal Fireworks,86
2024-06-15T00:00:00.000,Illegal Parking,1394
2024-06-15T00:00:00.000,Noise - Residential,1587
2024-06-15T00:00:00.000,Noise - Street/Sidewalk,1322
2024-06-15T00:00:00.000,Rodent,90
2024-06-15T00:00:00.000,Street Condition,140
2024-06-16T00:00:00.000,Blocked Driveway,475
2024-06-16T00:00:00.000,Damaged Tree,128
2024-06-16T00:00:00.000,Dead/Dying Tree,19
2024-06-16T00:00:00.000,Dirty Condition,116
2024-06-16T00:00:00.000,HEAT/HOT WATER,91
2024-06-16T00:00:00.000,Illegal Fireworks,136
2024-06-16T00:00:00.000,Illegal Parking,1574
2024-06-16T00:00:00.000,Noise - Residential,2217
2024-06-16T00:00:00.000,Noise - Street/Sidewalk,2114
2024-06-16T00:00:00.000,Rodent,98
2024-06-16T00:00:00.000,Street Condition,108
2024-06-17T00:00:00.000,Blocked Driveway,508
2024-06-17T00:00:00.000,Damaged Tree,175
2024-06-17T00:00:00.000,Dead/Dying Tree,45
2024-06-17T00:00:00.000,Dirty Condition,249
2024-06-17T00:00:00.000,HEAT/HOT WATER,140
2024-06-17T00:00:00.000,Illegal Fireworks,37
2024-06-17T00:00:00.000,Illegal Parking,1524
2024-06-17T00:00:00.000,Noise - Residential,875
2024-06-17T00:00:00.000,Noise - Street/Sidewalk,802
2024-06-17T00:00:00.000,Rodent,164
2024-06-17T00:00:00.000,Street Condition,258
2024-06-18T00:00:00.000,Blocked Driveway,468
2024-06-18T00:00:00.000,Damaged Tree,133
2024-06-18T00:00:00.000,Dead/Dying Tree,57
2024-06-18T00:00:00.000,Dirty Condition,203
2024-06-18T00:00:00.000,HEAT/HOT WATER,124
2024-06-18T00:00:00.000,Illegal Fireworks,32
2024-06-18T00:00:00.000,Illegal Parking,1674
2024-06-18T00:00:00.000,Noise - Residential,638
2024-06-18T00:00:00.000,Noise - Street/Sidewalk,514
2024-06-18T00:00:00.000,Rodent,136
2024-06-18T00:00:00.000,Street Condition,235
2024-06-19T00:00:00.000,Blocked Driveway,437
2024-06-19T00:00:00.000,Damaged Tree,100
2024-06-19T00:00:00.000,Dead/Dying Tree,39
2024-06-19T00:00:00.000,Dirty Condition,186
2024-06-19T00:00:00.000,HEAT/HOT WATER,130
2024-06-19T00:00:00.000,Illegal Fireworks,37
2024-06-19T00:00:00.000,Illegal Parking,1644
2024-06-19T00:00:00.000,Noise - Residential,687
2024-06-19T00:00:00.000,Noise - Street/Sidewalk,676
2024-06-19T00:00:00.000,Rodent,134
2024-06-19T00:00:00.000,Street Condition,208
2024-06-20T00:00:00.000,Blocked Driveway,509
2024-06-20T00:00:00.000,Damaged Tree,124
2024-06-20T00:00:00.000,Dead/Dying Tree,47
2024-06-20T00:00:00.000,Dirty Condition,227
2024-06-20T00:00:00.000,HEAT/HOT WATER,126
2024-06-20T00:00:00.000,Illegal Fireworks,35
2024-06-20T00:00:00.000,Illegal Parking,1557
2024-06-20T00:00:00.000,Noise - Residential,622
2024-06-20T00:00:00.000,Noise - Street/Sidewalk,605
2024-06-20T00:00:00.000,Rodent,133
2024-06-20T00:00:00.000,Street Condition,236
2024-06-21T00:00:00.000,Blocked Driveway,477
2024-06-21T00:00:00.000,Damaged Tree,89
2024-06-21T00:00:00.000,Dead/Dying Tree,31
2024-06-21T00:00:00.000,Dirty Condition,185
2024-06-21T00:00:00.000,HEAT/HOT WATER,129
2024-06-21T00:00:00.000,Illegal Fireworks,48
2024-06-21T00:00:00.000,Illegal Parking,1496
2024-06-21T00:00:00.000,Noise - Residential,843
2024-06-21T00:00:00.000,Noise - Street/Sidewalk,809
2024-06-21T00:00:00.000,Rodent,120
2024-06-21T00:00:00.000,Street Condition,219
2024-06-22T00:00:00.000,Blocked Driveway,443
2024-06-22T00:00:00.000,Damaged Tree,150
2024-06-22T00:00:00.000,Dead/Dying Tree,19
2024-06-22T00:00:00.000,Dirty Condition,167
2024-06-22T00:00:00.000,HEAT/HOT WATER,142
2024-06-22T00:00:00.000,Illegal Fireworks,43
2024-06-22T00:00:00.000,Illegal Parking,1291
2024-06-22T00:00:00.000,Noise - Residential,1265
2024-06-22T00:00:00.000,Noise - Street/Sidewalk,1083
2024-06-22T00:00:00.000,Rodent,96
2024-06-22T00:00:00.000,Street Condition,129
2024-06-23T00:00:00.000,Blocked Driveway,458
2024-06-23T00:00:00.000,Damaged Tree,134
2024-06-23T00:00:00.000,Dead/Dying Tree,39
2024-06-23T00:00:00.000,Dirty Condition,180
2024-06-23T00:00:00.000,HEAT/HOT WATER,126
2024-06-23T00:00:00.000,Illegal Fireworks,76
2024-06-23T00:00:00.000,Illegal Parking,1514
2024-06-23T00:00:00.000,Noise - Residential,1283
2024-06-23T00:00:00.000,Noise - Street/Sidewalk,1393
2024-06-23T00:00:00.000,Rodent,93
2024-06-23T00:00:00.000,Street Condition,147
2024-06-24T00:00:00.000,Blocked Driveway,500
2024-06-24T00:00:00.000,Damaged Tree,746
2024-06-24T00:00:00.000,Dead/Dying Tree,120
2024-06-24T00:00:00.000,Dirty Condition,282
2024-06-24T00:00:00.000,HEAT/HOT WATER,132
2024-06-24T00:00:00.000,Illegal Fireworks,41
2024-06-24T00:00:00.000,Illegal Parking,1672
2024-06-24T00:00:00.000,Noise - Residential,589
2024-06-24T00:00:00.000,Noise - Street/Sidewalk,499
2024-06-24T00:00:00.000,Rodent,158
2024-06-24T00:00:00.000,Street Condition,239
2024-06-25T00:00:00.000,Blocked Driveway,516
2024-06-25T00:00:00.000,Damaged Tree,439
2024-06-25T00:00:00.000,Dead/Dying Tree,69
2024-06-25T00:00:00.000,Dirty Condition,244
2024-06-25T00:00:00.000,HEAT/HOT WATER,140
2024-06-25T00:00:00.000,Illegal Fireworks,61
2024-06-25T00:00:00.000,Illegal Parking,1625
2024-06-25T00:00:00.000,Noise - Residential,561
2024-06-25T00:00:00.000,Noise - Street/Sidewalk,417
2024-06-25T00:00:00.000,Rodent,144
2024-06-25T00:00:00.000,Street Condition,274
2024-06-26T00:00:00.000,Blocked Driveway,465
2024-06-26T00:00:00.000,Damaged Tree,509
2024-06-26T00:00:00.000,Dead/Dying Tree,60
2024-06-26T00:00:00.000,Dirty Condition,164
2024-06-26T00:00:00.000,HEAT/HOT WATER,120
2024-06-26T00:00:00.000,Illegal Fireworks,42
2024-06-26T00:00:00.000,Illegal Parking,1603
2024-06-26T00:00:00.000,Noise - Residential,556
2024-06-26T00:00:00.000,Noise - Street/Sidewalk,408
2024-06-26T00:00:00.000,Rodent,129
2024-06-26T00:00:00.000,Street Condition,265
2024-06-27T00:00:00.000,Blocked Driveway,473
2024-06-27T00:00:00.000,Damaged Tree,723
2024-06-27T00:00:00.000,Dead/Dying Tree,94
2024-06-27T00:00:00.000,Dirty Condition,189
2024-06-27T00:00:00.000,HEAT/HOT WATER,111
2024-06-27T00:00:00.000,Illegal Fireworks,83
2024-06-27T00:00:00.000,Illegal Parking,1463
2024-06-27T00:00:00.000,Noise - Residential,631
2024-06-27T00:00:00.000,Noise - Street/Sidewalk,481
2024-06-27T00:00:00.000,Rodent,133
2024-06-27T00:00:00.000,Street Condition,261
2024-06-28T00:00:00.000,Blocked Driveway,461
2024-06-28T00:00:00.000,Damaged Tree,260
2024-06-28T00:00:00.000,Dead/Dying Tree,41
2024-06-28T00:00:00.000,Dirty Condition,137
2024-06-28T00:00:00.000,HEAT/HOT WATER,90
2024-06-28T00:00:00.000,Illegal Fireworks,121
2024-06-28T00:00:00.000,Illegal Parking,1441
2024-06-28T00:00:00.000,Noise - Residential,1873
2024-06-28T00:00:00.000,Noise - Street/Sidewalk,747
2024-06-28T00:00:00.000,Rodent,109
2024-06-28T00:00:00.000,Street Condition,242
2024-06-29T00:00:00.000,Blocked Driveway,433
2024-06-29T00:00:00.000,Damaged Tree,220
2024-06-29T00:00:00.000,Dead/Dying Tree,36
2024-06-29T00:00:00.000,Dirty Condition,166
2024-06-29T00:00:00.000,HEAT/HOT WATER,91
2024-06-29T00:00:00.000,Illegal Fireworks,202
2024-06-29T00:00:00.000,Illegal Parking,1241
2024-06-29T00:00:00.000,Noise - Residential,1830
2024-06-29T00:00:00.000,Noise - Street/Sidewalk,896
2024-06-29T00:00:00.000,Rodent,79
2024-06-29T00:00:00.000,Street Condition,125
2024-06-30T00:00:00.000,Blocked Driveway,479
2024-06-30T00:00:00.000,Damaged Tree,295
2024-06-30T00:00:00.000,Dead/Dying Tree,34
2024-06-30T00:00:00.000,Dirty Condition,149
2024-06-30T00:00:00.000,HEAT/HOT WATER,83
2024-06-30T00:00:00.000,Illegal Fireworks,146
2024-06-30T00:00:00.000,Illegal Parking,1145
2024-06-30T00:00:00.000,Noise - Residential,1375
2024-06-30T00:00:00.000,Noise - Street/Sidewalk,890
2024-06-30T00:00:00.000,Rodent,89
2024-06-30T00:00:00.000,Street Condition,134
2024-07-01T00:00:00.000,Blocked Driveway,455
2024-07-01T00:00:00.000,Damaged Tree,346
2024-07-01T00:00:00.000,Dead/Dying Tree,67
2024-07-01T00:00:00.000,Dirty Condition,195
2024-07-01T00:00:00.000,HEAT/HOT WATER,112
2024-07-01T00:00:00.000,Illegal Fireworks,206
2024-07-01T00:00:00.000,Illegal Parking,1492
2024-07-01T00:00:00.000,Noise - Residential,652
2024-07-01T00:00:00.000,Noise - Street/Sidewalk,588
2024-07-01T00:00:00.000,Rodent,136
2024-07-01T00:00:00.000,Street Condition,241
2024-07-02T00:00:00.000,Blocked Driveway,483
2024-07-02T00:00:00.000,Damaged Tree,206
2024-07-02T00:00:00.000,Dead/Dying Tree,66
2024-07-02T00:00:00.000,Dirty Condition,217
2024-07-02T00:00:00.000,HEAT/HOT WATER,99
2024-07-02T00:00:00.000,Illegal Fireworks,227
2024-07-02T00:00:00.000,Illegal Parking,1430
2024-07-02T00:00:00.000,Noise - Residential,702
2024-07-02T00:00:00.000,Noise - Street/Sidewalk,600
2024-07-02T00:00:00.000,Rodent,141
2024-07-02T00:00:00.000,Street Condition,240
2024-07-03T00:00:00.000,Blocked Driveway,444
2024-07-03T00:00:00.000,Damaged Tree,140
2024-07-03T00:00:00.000,Dead/Dying Tree,38
2024-07-03T00:00:00.000,Dirty Condition,207
2024-07-03T00:00:00.000,HEAT/HOT WATER,78
2024-07-03T00:00:00.000,Illegal Fireworks,585
2024-07-03T00:00:00.000,Illegal Parking,1303
2024-07-03T00:00:00.000,Noise - Residential,746
2024-07-03T00:00:00.000,Noise - Street/Sidewalk,693
2024-07-03T00:00:00.000,Rodent,131
2024-07-03T00:00:00.000,Street Condition,195
2024-07-04T00:00:00.000,Blocked Driveway,394
2024-07-04T00:00:00.000,Damaged Tree,59
2024-07-04T00:00:00.000,Dead/Dying Tree,8
2024-07-04T00:00:00.000,Dirty Condition,146
2024-07-04T00:00:00.000,HEAT/HOT WATER,66
2024-07-04T00:00:00.000,Illegal Fireworks,2747
2024-07-04T00:00:00.000,Illegal Parking,1047
2024-07-04T00:00:00.000,Noise - Residential,1310
2024-07-04T00:00:00.000,Noise - Street/Sidewalk,1454
2024-07-04T00:00:00.000,Rodent,76
2024-07-04T00:00:00.000,Street Condition,92
2024-07-05T00:00:00.000,Blocked Driveway,393
2024-07-05T00:00:00.000,Damaged Tree,138
2024-07-05T00:00:00.000,Dead/Dying Tree,32
2024-07-05T00:00:00.000,Dirty Condition,190
2024-07-05T00:00:00.000,HEAT/HOT WATER,75
2024-07-05T00:00:00.000,Illegal Fireworks,1261
2024-07-05T00:00:00.000,Illegal Parking,1106
2024-07-05T00:00:00.000,Noise - Residential,1011
2024-07-05T00:00:00.000,Noise - Street/Sidewalk,985
2024-07-05T00:00:00.000,Rodent,105
2024-07-05T00:00:00.000,Street Condition,214
2024-07-06T00:00:00.000,Blocked Driveway,412
2024-07-06T00:00:00.000,Damaged Tree,87
2024-07-06T00:00:00.000,Dead/Dying Tree,21
2024-07-06T00:00:00.000,Dirty Condition,151
2024-07-06T00:00:00.000,HEAT/HOT WATER,144
2024-07-06T00:00:00.000,Illegal Fireworks,583
2024-07-06T00:00:00.000,Illegal Parking,1044
2024-07-06T00:00:00.000,Noise - Residential,1099
2024-07-06T00:00:00.000,Noise - Street/Sidewalk,937
2024-07-06T00:00:00.000,Rodent,89
2024-07-06T00:00:00.000,Street Condition,96
2024-07-07T00:00:00.000,Blocked Driveway,369
2024-07-07T00:00:00.000,Damaged Tree,78
2024-07-07T00:00:00.000,Dead/Dying Tree,21
2024-07-07T00:00:00.000,Dirty Condition,194
2024-07-07T00:00:00.000,HEAT/HOT WATER,131
2024-07-07T00:00:00.000,Illegal Fireworks,300
2024-07-07T00:00:00.000,Illegal Parking,1209
2024-07-07T00:00:00.000,Noise - Residential,1141
2024-07-07T00:00:00.000,Noise - Street/Sidewalk,1065
2024-07-07T00:00:00.000,Rodent,96
2024-07-07T00:00:00.000,Street Condition,119
2024-07-08T00:00:00.000,Blocked Driveway,477
2024-07-08T00:00:00.000,Damaged Tree,135
2024-07-08T00:00:00.000,Dead/Dying Tree,49
2024-07-08T00:00:00.000,Dirty Condition,258
2024-07-08T00:00:00.000,HEAT/HOT WATER,194
2024-07-08T00:00:00.000,Illegal Fireworks,102
2024-07-08T00:00:00.000,Illegal Parking,1301
2024-07-08T00:00:00.000,Noise - Residential,516
2024-07-08T00:00:00.000,Noise - Street/Sidewalk,441
2024-07-08T00:00:00.000,Rodent,166
2024-07-08T00:00:00.000,Street Condition,209
2024-07-09T00:00:00.000,Blocked Driveway,432
2024-07-09T00:00:00.000,Damaged Tree,141
2024-07-09T00:00:00.000,Dead/Dying Tree,58
2024-07-09T00:00:00.000,Dirty Condition,279
2024-07-09T00:00:00.000,HEAT/HOT WATER,227
2024-07-09T00:00:00.000,Illegal Fireworks,63
2024-07-09T00:00:00.000,Illegal Parking,1408
2024-07-09T00:00:00.000,Noise - Residential,754
2024-07-09T00:00:00.000,Noise - Street/Sidewalk,366
2024-07-09T00:00:00.000,Rodent,164
2024-07-09T00:00:00.000,Street Condition,304
2024-07-10T00:00:00.000,Blocked Driveway,424
2024-07-10T00:00:00.000,Damaged Tree,274
2024-07-10T00:00:00.000,Dead/Dying Tree,61
2024-07-10T00:00:00.000,Dirty Condition,257
2024-07-10T00:00:00.000,HEAT/HOT WATER,117
2024-07-10T00:00:00.000,Illegal Fireworks,63
2024-07-10T00:00:00.000,Illegal Parking,1326
2024-07-10T00:00:00.000,Noise - Residential,519
2024-07-10T00:00:00.000,Noise - Street/Sidewalk,392
2024-07-10T00:00:00.000,Rodent,148
2024-07-10T00:00:00.000,Street Condition,256
2024-07-11T00:00:00.000,Blocked Driveway,413
2024-07-11T00:00:00.000,Damaged Tree,229
2024-07-11T00:00:00.000,Dead/Dying Tree,39
2024-07-11T00:00:00.000,Dirty Condition,218
2024-07-11T00:00:00.000,HEAT/HOT WATER,65
2024-07-11T00:00:00.000,Illegal Fireworks,59
2024-07-11T00:00:00.000,Illegal Parking,1468
2024-07-11T00:00:00.000,Noise - Residential,606
2024-07-11T00:00:00.000,Noise - Street/Sidewalk,461
2024-07-11T00:00:00.000,Rodent,161
2024-07-11T00:00:00.000,Street Condition,260
2024-07-12T00:00:00.000,Blocked Driveway,388
2024-07-12T00:00:00.000,Damaged Tree,162
2024-07-12T00:00:00.000,Dead/Dying Tree,41
2024-07-12T00:00:00.000,Dirty Condition,174
2024-07-12T00:00:00.000,HEAT/HOT WATER,62
2024-07-12T00:00:00.000,Illegal Fireworks,74
2024-07-12T00:00:00.000,Illegal Parking,1359
